original_text,name,name_confidence,amount,amount_text,unit,amount_confidence,preparation,preparation_confidence,recipe_title,recipe_category,likely_sub_category_1,likely_sub_category_1_score,main_category_1,likely_sub_category_2,likely_sub_category_2_score,main_category_2,likely_sub_category_3,likely_sub_category_3_score,main_category_3
"7 tablespoons TJ’s Unsalted Butter Quarters, divided",Unsalted Butter Quarters,0.976684,7.0,7 tablespoons,tablespoon,0.999942,divided,0.99976,"Dutch Baby Pancake with Caramelized Onion, Prosciutto, and Gruyère","Breakfast, Lunch & Dinner",Refrigerated Dough,0.2322035878896713,Unknown,Butter,0.0876800715923309,Dairy & Eggs,"Slices, Shreds, Crumbles",0.0583169236779212,Cheese
"1 ½ teaspoon TJ’s Sea Salt, divided",Sea Salt,0.9973,1.5,1 1/2 teaspoons,teaspoon,0.999973,divided,0.999748,"Dutch Baby Pancake with Caramelized Onion, Prosciutto, and Gruyère","Breakfast, Lunch & Dinner",Shellfish,0.3651342391967773,Unknown,Fresh,0.1034722328186035,Unknown,Smoked,0.0910309180617332,Unknown
½ cup grated TJ’s Raw Milk Cave Aged Le Gruyère,Raw Milk Cave Aged Le Gruyère,0.998752,0.5,1/2 cups,cup,0.999651,grated,0.998823,"Dutch Baby Pancake with Caramelized Onion, Prosciutto, and Gruyère","Breakfast, Lunch & Dinner",Fresh,0.4063646495342254,Unknown,Cream and Creamy Cheeses,0.064006857573986,Cheese,Fresh Fruits,0.0497122704982757,Unknown
"½ cup TJ’s Chevre Goat Cheese Log, crumbled into bite-sized pieces",Chevre Goat Cheese Log,0.999628,0.5,1/2 cups,cup,0.999917,crumbled into bite-sized pieces,0.99993,Dutch Baby Pancake with Roasted Veggies & Goat Cheese,"Breakfast, Lunch & Dinner",Cream and Creamy Cheeses,0.7191122174263,Cheese,"Slices, Shreds, Crumbles",0.05247338488698,Cheese,"Wedges, Wheels, Loaves, Logs",0.0337467007339,Cheese
"1 cup of your favorite TJ’s herbs, stems removed",your favorite herbs,0.967876,1.0,1 cup,cup,0.999889,stems removed,0.999177,Dutch Baby Pancake with Roasted Veggies & Goat Cheese,"Breakfast, Lunch & Dinner",Spices,0.469534307718277,For the Pantry,Sweet Stuff,0.0291863251477479,Bakery,"Nuts, Dried Fruits, Seeds",0.0277251154184341,Snacks & Sweets
"2 cups of your favorite TJ’s berries, if using strawberries, slice in half",your favorite berries,0.957412,2.0,2 cups,cup,0.999674,"if using strawberries, slice in half",0.785008,Dutch Baby Pancake with Berries & Lemon Cream,Breakfast & Desserts,"Nuts, Dried Fruits, Seeds",0.0859239846467971,Snacks & Sweets,Fruits,0.0746951177716255,Fresh Fruits & Veggies,Pastas & Grains,0.0714769139885902,For the Pantry
"¼ cup & 1 tablespoon TJ’s Organic Cane Sugar, divided",Organic Cane Sugar,0.995405,0.25,1/4 cups,cup,0.999847,divided,0.999373,Dutch Baby Pancake with Berries & Lemon Cream,Breakfast & Desserts,Fresh Fruits,0.1633349508047104,Unknown,Bakery,0.0883813574910163,Unknown,Cream and Creamy Cheeses,0.0645068064332008,Cheese
"1 pound TJ's Strawberries, cleaned, dried and hulled",Strawberries,0.989447,1.0,1 pound,pound,0.999939,"cleaned, dried and hulled",0.994221,Roasted Strawberry & Spinach Salad,Lunch,Fresh Fruits,0.133504644036293,Unknown,Fresh,0.1255398243665695,Unknown,Cream and Creamy Cheeses,0.0646862834692001,Cheese
"1/3 cup TJ's Chevre Log with Honey, crumbled",Chevre Log with Honey,0.997568,0.3333333333333333,1/3 cups,cup,0.999924,crumbled,0.999283,Roasted Strawberry & Spinach Salad,Lunch,"Honeys, Syrups & Nectars",0.1226824671030044,For the Pantry,Fresh Fruits,0.0875821188092231,Unknown,"Slices, Shreds, Crumbles",0.0539345517754554,Cheese
"1 bag (12oz) TJ's Asparagus, trimmed",Asparagus,0.997005,1.0,1 bag,bag,0.998839,trimmed,0.998908,Potato Pancakes with Asparagus & Poached Eggs,Breakfast,Fresh,0.2233931869268417,Unknown,Fruits,0.0851218402385711,Fresh Fruits & Veggies,Fresh Fruits,0.0554813295602798,Unknown
"3 cloves TJ's Garlic, minced",Garlic,0.989111,3.0,3 cloves,cloves,0.993554,minced,0.999365,Potato Pancakes with Asparagus & Poached Eggs,Breakfast,Fresh,0.2446934133768081,Unknown,Spices,0.1264908462762832,For the Pantry,Fresh Vegetables,0.0778389796614646,Unknown
"1 stick (1/2 cup) TJ's Unsalted Butter, melted",Unsalted Butter,0.99599,1.0,1 stick,stick,0.997226,melted,0.999216,Elote-Jalapeño Cornbread Pancakes,Breakfast,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
"1 bag TJ’s Fresh Jalapeños, deseeded and diced (use gloves!)",Fresh Jalapeños,0.986172,1.0,1 bag,bag,0.999499,deseeded and diced,0.998086,Elote-Jalapeño Cornbread Pancakes,Breakfast,Fresh,0.8914004564285278,Unknown,Veggies,0.0166771505028009,Fresh Fruits & Veggies,Fruits,0.007511650212109,Fresh Fruits & Veggies
"2 teaspoons TJ’s Shallot, chopped",Shallot,0.998233,2.0,2 teaspoons,teaspoon,0.99995,chopped,0.998905,Almost-Empty Mustard-Jar Dressing,Appetizers & Sides,Fresh,0.2694039344787597,Unknown,"Nuts, Dried Fruits, Seeds",0.0490473695099353,Snacks & Sweets,Entrées & Sides,0.0283816792070865,From The Freezer
"1 block TJ’s Spicy Buffalo Cheddar, grated",Spicy Buffalo Cheddar,0.995832,1.0,1 block,block,0.999637,grated,0.999746,Buffalo Chicken Nachos,Appetizers & Sides,Fresh,0.6484693884849548,Unknown,Spices,0.0295450128614902,For the Pantry,Smoked or Processed,0.0290619786828756,Unknown
"2 cups TJ’s Grilled Chicken Strips, cut into cubes",Grilled Chicken Strips,0.998957,2.0,2 cups,cup,0.999964,cut into cubes,0.999948,Buffalo Chicken Nachos,Appetizers & Sides,Fresh,0.3937847316265106,Unknown,"Slices, Shreds, Crumbles",0.0750949680805206,Cheese,Cooked or Processed,0.0691135972738266,Unknown
"½ cup TJ’s Hot & Sweet Jalapeños, drained",Hot & Sweet Jalapeños,0.991495,0.5,1/2 cups,cup,0.999956,drained,0.998684,Buffalo Chicken Nachos,Appetizers & Sides,"Bars, Jerky &… Surprises",0.1028997674584388,Snacks & Sweets,Salsa & Hot Sauce,0.1004513800144195,"Dips, Sauces & Dressings","Chips, Crackers & Crunchy Bites",0.0808737725019455,Snacks & Sweets
"½ cup TJ’s Cotija Cheese, crumbled",Cotija Cheese,0.998831,0.5,1/2 cups,cup,0.999949,crumbled,0.998564,Buffalo Chicken Nachos,Appetizers & Sides,Cream and Creamy Cheeses,0.6541835069656372,Cheese,"Slices, Shreds, Crumbles",0.0484925471246242,Cheese,"Wedges, Wheels, Loaves, Logs",0.0408885739743709,Cheese
"1 can TJ’s Organic Biscuits, cut into quarters",Organic Biscuits,0.998026,1.0,1 can,can,0.999705,cut into quarters,0.998296,Chicken & Dumplings Soup,Lunch & Dinner,Sweet Stuff,0.2544773817062378,Bakery,Bakery,0.0834443345665931,Unknown,Bagels,0.0474162511527538,Bakery
"1 head TJ's Green Cabbage, trimmed and cut into wedges",Green Cabbage,0.999012,1.0,1 head,head,0.99972,trimmed and cut into wedges,0.999921,Pressure Cooker Corned Beef & Cabbage,Dinner,Fresh Vegetables,0.4340031743049621,Unknown,Fresh,0.2407053709030151,Unknown,"Salads, Soups & Sides",0.021665645763278,Fresh Prepared Foods
"4 slices TJ's Sliced Swiss Cheese, sliced in half",Sliced Swiss Cheese,0.996113,4.0,4 slices,slices,0.999876,sliced in half,0.998059,Everything Ham & Cheese Roll-Ups,Appetizers & Sides,"Slices, Shreds, Crumbles",0.2195405811071396,Cheese,Sliced Bread,0.1955433785915374,Bakery,Cream and Creamy Cheeses,0.1892585754394531,Cheese
"4 slices TJ's Organic Uncured Black Forest Ham, sliced in half",Organic Uncured Black Forest Ham,0.999683,4.0,4 slices,slices,0.999749,sliced in half,0.998239,Everything Ham & Cheese Roll-Ups,Appetizers & Sides,Fresh,0.6741495132446289,Unknown,Cream and Creamy Cheeses,0.0290536489337682,Cheese,Smoked or Processed,0.0221925266087055,Unknown
"1 package TJ’s Cut Butternut Squash or 1 ¼ pounds of your favorite TJ’s squash, peeled and cubed",Cut Butternut Squash,0.99948,1.0,1 package,package,0.999858,peeled and cubed,0.986187,Squash Tacos,Dinner,Fresh,0.3066242933273315,Unknown,Fresh Fruits,0.0631565004587173,Unknown,Nut Butters & Fruit Spreads,0.0585212185978889,For the Pantry
"1 can TJ’s Traditional Style Fat Free Refried Beans, warmed according to package instructions",Traditional Style Fat Free Refried Beans,0.999689,1.0,1 can,can,0.999778,warmed according to package instructions,0.999014,Squash Tacos,Dinner,Fresh,0.1776807755231857,Unknown,Smoked or Processed,0.0841082856059074,Unknown,Cooked or Processed,0.0586452856659889,Unknown
"1 package (or 8 ounces) TJ’s Pappardelle Pasta, cooked according to package directions then drained",Pappardelle Pasta,0.626789,1.0,1 package,package,0.998193,cooked according to package directions then drained,0.829935,Pantry Pasta,Lunch & Dinner,Cream and Creamy Cheeses,0.2054429501295089,Cheese,"BBQ, Pasta, Simmer",0.1163318455219268,"Dips, Sauces & Dressings","Slices, Shreds, Crumbles",0.1026854068040847,Cheese
"4 cloves TJ’s Garlic, minced",Garlic,0.989111,4.0,4 cloves,cloves,0.993554,minced,0.999365,Pantry Pasta,Lunch & Dinner,Fresh,0.2446934133768081,Unknown,Spices,0.1264908462762832,For the Pantry,Fresh Vegetables,0.0778389796614646,Unknown
"¼ cup TJ’s Dill, chopped",Dill,0.99789,0.25,1/4 cups,cup,0.999972,chopped,0.999361,Pantry Pasta,Lunch & Dinner,Fresh,0.2872671782970428,Unknown,"Slices, Shreds, Crumbles",0.0370379984378814,Cheese,Dip/Spread,0.0341254770755767,"Dips, Sauces & Dressings"
"1 package TJ’s Sweet & Spicy Pecans, roughly chopped",Sweet & Spicy Pecans,0.960552,1.0,1 package,package,0.999857,roughly chopped,0.998599,Unexpected Cheddar Cheese Board,Appetizers & Sides,"Nuts, Dried Fruits, Seeds",0.2055635899305343,Snacks & Sweets,"Bars, Jerky &… Surprises",0.0574295595288276,Snacks & Sweets,Fruits,0.0557768046855926,Fresh Fruits & Veggies
"½ package TJ’s Trimmed Leeks, ends trimmed, quartered lengthwise & roughly chopped",Trimmed Leeks,0.996498,0.5,1/2 packages,packages,0.999843,"ends trimmed, quartered lengthwise & roughly chopped",0.994388,Leek & Bacon Egg Tottins,Breakfast,Fresh,0.3335698544979095,Unknown,"Slices, Shreds, Crumbles",0.0867843553423881,Cheese,Veggies,0.0431652404367923,Fresh Fruits & Veggies
"1 cup TJ’s Salted Butter, melted and cooled",Salted Butter,0.990708,1.0,1 cup,cup,0.999928,melted and cooled,0.999519,Taco Monkey Bread,Appetizers & Sides,Refrigerated Dough,0.1399429440498352,Unknown,Fresh,0.0777328386902809,Unknown,Butter,0.0729279667139053,Dairy & Eggs
"4 cloves TJ’s Garlic, thinly sliced",Garlic,0.98919,4.0,4 cloves,cloves,0.992714,thinly sliced,0.999251,Egg-In-a-Hole with Garlicky Fried Peppers,Breakfast,Fresh,0.2446934133768081,Unknown,Spices,0.1264908462762832,For the Pantry,Fresh Vegetables,0.0778389796614646,Unknown
"½ jar TJ’s Fire Roasted Red Peppers, chopped",Fire Roasted Red Peppers,0.998671,0.5,1/2 jars,jars,0.999842,chopped,0.999257,Egg-In-a-Hole with Garlicky Fried Peppers,Breakfast,Fresh,0.4699406623840332,Unknown,Smoked or Processed,0.043120127171278,Unknown,Refrigerated Dough,0.0318798348307609,Unknown
"1 package TJ's Fully Cooked Garlic & Herb Chicken Sausage, sliced into coins",Fully Cooked Garlic & Herb Chicken Sausage,0.993883,1.0,1 package,package,0.99979,sliced into coins,0.99238,Chicken Sausage & Lentil Soup,Dinner,Smoked or Processed,0.1485404670238495,Unknown,Fresh,0.1120580658316612,Unknown,Spices,0.0617322511970996,For the Pantry
"1 cup TJ's Small Whole Green Lentils, rinsed and drained",Small Whole Green Lentils,0.974954,1.0,1 cup,cup,0.99997,rinsed and drained,0.999751,Chicken Sausage & Lentil Soup,Dinner,Fresh,0.7952253818511963,Unknown,Fruits,0.0173088833689689,Fresh Fruits & Veggies,Veggies,0.0164721105247735,Fresh Fruits & Veggies
"1 cup (2 sticks) TJ’s Unsalted Butter, softened to room temperature",Unsalted Butter,0.994305,1.0,1 cup,cup,0.999838,softened to room temperature,0.999987,Citrus-Sprinkled Ricotta Cookies,Desserts,Refrigerated Dough,0.1853353530168533,Unknown,"Slices, Shreds, Crumbles",0.0898168459534645,Cheese,Fresh,0.0844857990741729,Unknown
"1 package TJ’s Mashed Potatoes (frozen), prepared according to package instructions",Mashed Potatoes (frozen),0.922623,1.0,1 package,package,0.999761,prepared according to package instructions,0.989479,Meatless Umami Shepherd's Pie,Dinner,Fresh,0.1299009472131729,Unknown,Fresh Vegetables,0.1114632934331893,Unknown,"Salads, Soups & Sides",0.0555271804332733,Fresh Prepared Foods
"1 package TJ’s Pollo Asado, cooked according to the package instructions, then diced (10 minutes)",Pollo Asado,0.998062,1.0,1 package,package,0.999833,"cooked according to the package instructions, then diced",0.996216,Pollo Asado Quesatacos,Dinner & Lunch,Salsa & Hot Sauce,0.1798421144485473,"Dips, Sauces & Dressings",Fresh,0.0454465970396995,Unknown,Cool Desserts,0.0453997477889061,From The Freezer
½ cup chopped TJ’s Cilantro,Cilantro,0.996828,0.5,1/2 cups,cup,0.9997,chopped,0.996034,Pollo Asado Quesatacos,Dinner & Lunch,Fresh,0.3388896584510803,Unknown,Fresh Fruits,0.0403364561498165,Unknown,Smoked or Processed,0.0336078628897666,Unknown
1 cup chopped TJ’s White Onion,White Onion,0.997746,1.0,1 cup,cup,0.999675,chopped,0.997082,Pollo Asado Quesatacos,Dinner & Lunch,Fresh,0.1084487959742546,Unknown,Fresh Vegetables,0.0967106595635414,Unknown,Cream and Creamy Cheeses,0.0733557417988777,Cheese
"1 package TJ’s Potato Pancakes, cooked according to preferred package heating instructions",Potato Pancakes,0.998531,1.0,1 package,package,0.999838,cooked according to preferred package heating instructions,0.758319,Loaded Potato Pancakes,Breakfast & Appetizers & Sides,Fresh Vegetables,0.0580546483397483,Unknown,Fresh,0.0577356144785881,Unknown,For Baking & Cooking,0.0516758561134338,For the Pantry
"½ package TJ’s Soy Chorizo, cooked according to package instructions",Soy Chorizo,0.999244,0.5,1/2 packages,packages,0.999936,cooked according to package instructions,0.997731,Loaded Potato Pancakes,Breakfast & Appetizers & Sides,Salsa & Hot Sauce,0.1505263000726699,"Dips, Sauces & Dressings",Fresh,0.0742764547467231,Unknown,Yogurt,0.0581264048814773,Dairy & Eggs
"2 packages TJ's Organic Peeled & Cooked Chestnuts, coarsely chopped",Organic Peeled Chestnuts,0.8813015,2.0,2 packages,packages,0.999141,"Cooked, coarsely chopped",0.868419,Classic Cranberry Chestnut Stuffing,Appetizers & Sides,Fresh,0.2610833644866943,Unknown,"Slices, Shreds, Crumbles",0.2174714505672454,Cheese,Cream and Creamy Cheeses,0.0715127810835838,Cheese
"2 TJ’s Garlic Cloves, peeled & finely minced",Garlic,0.902184,2.0,2 Cloves,Cloves,0.923369,peeled & finely minced,0.988013,Triple Garlic Gravy,Appetizers & Sides,Fresh,0.2446934133768081,Unknown,Spices,0.1264908462762832,For the Pantry,Fresh Vegetables,0.0778389796614646,Unknown
"1 package (8 oz) TJ’s All Natural Fresh Mozzarella Log, cut into large dice",All Natural Fresh Mozzarella Log,0.999407,1.0,1 package,package,0.999608,cut into large dice,0.99994,Potato Tot Poutine with Caramelized Onion Gravy,Appetizers & Sides,Fresh,0.9246204495429992,Unknown,Veggies,0.0130814295262098,Fresh Fruits & Veggies,"Slices, Shreds, Crumbles",0.0078629311174154,Cheese
"2 tablespoons sliced TJ’s Green onions, for garnish",Green onions,0.960185,2.0,2 tablespoons,tablespoon,0.999011,sliced,0.918521,Potato Tot Poutine with Caramelized Onion Gravy,Appetizers & Sides,Fresh Vegetables,0.5446649789810181,Unknown,Fresh,0.0738096833229065,Unknown,"Salads, Soups & Sides",0.0290767755359411,Fresh Prepared Foods
"2 TJ’s Garlic cloves, peeled and finely minced",Garlic,0.754152,2.0,2 cloves,cloves,0.985688,peeled and finely minced,0.998108,Marvelous Mustard Gravy,Appetizers & Sides,Fresh,0.2446934133768081,Unknown,Spices,0.1264908462762832,For the Pantry,Fresh Vegetables,0.0778389796614646,Unknown
"2 tablespoons TJ’s Fresh Chives, sliced",Fresh Chives,0.997569,2.0,2 tablespoons,tablespoon,0.999953,sliced,0.997158,Marvelous Mustard Gravy,Appetizers & Sides,Fresh,0.8224360942840576,Unknown,"Slices, Shreds, Crumbles",0.0278303734958171,Cheese,Fresh Vegetables,0.0274851489812135,Unknown
"4 cloves TJ’s Garlic, minced",Garlic,0.989111,4.0,4 cloves,cloves,0.993554,minced,0.999365,Cheesy Toscano Spread Garlic Toasts,Appetizers & Sides,Fresh,0.2446934133768081,Unknown,Spices,0.1264908462762832,For the Pantry,Fresh Vegetables,0.0778389796614646,Unknown
¼ cup chopped TJ’s Parsley,Parsley,0.99709,0.25,1/4 cups,cup,0.999731,chopped,0.994803,Cheesy Toscano Spread Garlic Toasts,Appetizers & Sides,Fresh,0.1060604825615882,Unknown,"Slices, Shreds, Crumbles",0.0824857801198959,Cheese,Fresh Fruits,0.0794248580932617,Unknown
"1 box TJ’s All Butter Puff Pastry Sheets, thawed according to package instruction",All Butter Puff Pastry Sheets,0.990054,1.0,1 box,box,0.999731,thawed according to package instruction,0.941437,Cocoa-Stuffed Snowflakes,Desserts,Bakery,0.1563494205474853,Unknown,Refrigerated Dough,0.1301932036876678,Unknown,"Slices, Shreds, Crumbles",0.0697597935795784,Cheese
"1 cup TJ’s Cocoa Almond Spread, divided",Cocoa Almond Spread,0.99948,1.0,1 cup,cup,0.999954,divided,0.999606,Cocoa-Stuffed Snowflakes,Desserts,Fresh Fruits,0.1567378342151641,Unknown,Bakery,0.1031826809048652,Unknown,Dip/Spread,0.0791695863008499,"Dips, Sauces & Dressings"
"1 box TJ’s All Butter Puff Pastry Sheets, thawed according to package instruction",All Butter Puff Pastry Sheets,0.990054,1.0,1 box,box,0.999731,thawed according to package instruction,0.941437,Ricotta & Pesto Tear & Share,Appetizers & Sides,Bakery,0.1563494205474853,Unknown,Refrigerated Dough,0.1301932036876678,Unknown,"Slices, Shreds, Crumbles",0.0697597935795784,Cheese
"¼ cup Jumbo Pitted Greek Kalamata Olives, chopped",Jumbo Pitted Greek Kalamata Olives,0.983919,0.25,1/4 cups,cup,0.999921,chopped,0.998507,Red Pepper & OIive Tuna Salad Bites,Lunch,Cream and Creamy Cheeses,0.1751376390457153,Cheese,Fresh,0.1204294562339782,Unknown,"Slices, Shreds, Crumbles",0.1089382693171501,Cheese
2 teaspoons chopped TJ’s Parsley,Parsley,0.992295,2.0,2 teaspoons,teaspoon,0.9997,chopped,0.988575,Red Pepper & OIive Tuna Salad Bites,Lunch,Fresh,0.1060604825615882,Unknown,"Slices, Shreds, Crumbles",0.0824857801198959,Cheese,Fresh Fruits,0.0794248580932617,Unknown
"¼ cup TJ’s Thai Lime & Chile Cashews, chopped",Thai Lime & Chile Cashews,0.953005,0.25,1/4 cups,cup,0.999955,chopped,0.999326,Cilantro & Lime Tuna Salad Bites,Lunch,Fresh,0.0716305002570152,Unknown,"BBQ, Pasta, Simmer",0.0489933714270591,"Dips, Sauces & Dressings","Nuts, Dried Fruits, Seeds",0.0482678152620792,Snacks & Sweets
1 tablespoon zest and 1 tablespoon juice from a TJ’s Lemon,juice from a Lemon,0.796739,1.0,1 tablespoon,tablespoon,0.998056,zest and 1 tablespoon,0.553412,Gnocchi with Ricotta & Peas,Lunch & Dinner,Fruit & Vegetables,0.2306122183799743,From The Freezer,Cool Desserts,0.1865154355764389,From The Freezer,Fresh Fruits,0.0465582609176635,Unknown
"1 package TJ’s Organic Firm Tofu, cut into ¼-inch thick strips",Organic Firm Tofu,0.99723,1.0,1 package,package,0.99976,cut into 1/4 inch thick strips,0.999457,Delightfully Fiery Tofu Sheet Pan,Dinner,Dip/Spread,0.0835573598742485,"Dips, Sauces & Dressings",Bagels,0.0585767365992069,Bakery,Spices,0.0434016846120357,For the Pantry
"2 packages TJ’s Shiitake Mushrooms, cut into halves or quarters, depending on size",Shiitake Mushrooms,0.999387,2.0,2 packages,packages,0.999898,cut into halves or quarters,0.996631,Delightfully Fiery Tofu Sheet Pan,Dinner,Fresh,0.1006026864051818,Unknown,Shellfish,0.0794196277856826,Unknown,Fruit & Vegetables,0.0784109979867935,From The Freezer
"3 tablespoons TJ’s Olive Oil, divided",Olive Oil,0.998662,3.0,3 tablespoons,tablespoon,0.999979,divided,0.999538,Citrusy Salmon & Shishitos Sheet Pan,Lunch & Dinner,Cream and Creamy Cheeses,0.1225193813443183,Cheese,Fresh,0.0835179612040519,Unknown,Refrigerated Dough,0.072545401751995,Unknown
"1 TJ’s Fennel Bulb, cored and sliced",Fennel,0.973205,1.0,1 Bulb,Bulb,0.910075,cored and sliced,0.999864,Citrusy Salmon & Shishitos Sheet Pan,Lunch & Dinner,Fresh,0.6745657920837402,Unknown,"Slices, Shreds, Crumbles",0.0209187362343072,Cheese,Smoked,0.015084633603692,Unknown
"½ bag TJ’s Shishito Peppers, stems removed",Shishito Peppers,0.99865,0.5,1/2 bags,bag,0.999788,stems removed,0.999625,Citrusy Salmon & Shishitos Sheet Pan,Lunch & Dinner,Fresh,0.1125838682055473,Unknown,Spices,0.0843712761998176,For the Pantry,Appetizers,0.0665404573082923,From The Freezer
