original_text,name,name_confidence,amount,amount_text,unit,amount_confidence,preparation,preparation_confidence
"1 jar TJ’s Marinated Artichoke Hearts, oil reserved",Marinated Artichoke Hearts,0.998493,1.0,1 jar,jar,0.999752,oil reserved,0.711179
½ cup TJ’s Vegan Cream Cheese,Vegan Cream Cheese,0.999701,0.5,1/2 cups,cup,0.999969,,
"TJ’s Shredded Parmesan Cheese Alternative, to serve",Shredded Parmesan Cheese Alternative,0.993051,,,,,,
3 sprigs TJ’s Organic Fresh Thyme,Organic Fresh Thyme,0.998916,3.0,3 sprigs,sprigs,0.999638,,
½ cup grated TJ’s Raw Milk Cave Aged Le Gruyère,Raw Milk Cave Aged Le Gruyère,0.998752,0.5,1/2 cups,cup,0.999651,grated,0.998823
1 container TJ’s Organic Sugar Plum Grape Tomatoes,Organic Sugar Plum Grape Tomatoes,0.994842,1.0,1 container,container,0.989467,,
½ package TJ’s Asparagus,Asparagus,0.998299,0.5,1/2 packages,packages,0.999913,,
"½ cup TJ’s Chevre Goat Cheese Log, crumbled into bite-sized pieces",Chevre Goat Cheese Log,0.999628,0.5,1/2 cups,cup,0.999917,crumbled into bite-sized pieces,0.99993
"1 cup of your favorite TJ’s herbs, stems removed",your favorite herbs,0.967876,1.0,1 cup,cup,0.999889,stems removed,0.999177
1 jar TJ’s Authentic Lemon Curd,Authentic Lemon Curd,0.998131,1.0,1 jar,jar,0.999802,,
"2 cups of your favorite TJ’s berries, if using strawberries, slice in half",your favorite berries,0.957412,2.0,2 cups,cup,0.999674,"if using strawberries, slice in half",0.785008
"TJ’s Organic Fresh Mint, for garnish",Organic Fresh Mint,0.991921,,,,,,
"1/3 cup TJ's Chevre Log with Honey, crumbled",Chevre Log with Honey,0.997568,0.3333333333333333,1/3 cups,cup,0.999924,crumbled,0.999283
1 tablespoon TJ's Apple Cider Vinegar,Apple Cider Vinegar,0.99802,1.0,1 tablespoon,tablespoon,0.999969,,
4 TJ's Potato Pancakes (Latkes),Potato Pancakes (Latkes),0.932762,4.0,4,,0.999269,,
Salt and Pepper to taste,Salt Pepper,0.9563984999999999,,,,,,
1 cup TJ's Cultured Lowfat Buttermilk,Cultured Lowfat Buttermilk,0.999612,1.0,1 cup,cup,0.999974,,
3 tablespoons TJ’s Everything but the Elote Seasoning Blend,Everything but the Elote Seasoning Blend,0.963533,3.0,3 tablespoons,tablespoon,0.99989,,
"1 bag TJ’s Fresh Jalapeños, deseeded and diced (use gloves!)",Fresh Jalapeños,0.986172,1.0,1 bag,bag,0.999499,deseeded and diced,0.998086
TJ’s Honey (for garnish),Honey,0.995277,,,,,,
½ cup of your favorite dairy or non-dairy TJ’s milk,your favorite dairy non-dairy milk,0.8058000000000001,0.5,1/2 cups,cup,0.999896,,
An almost empty jar of TJ’s Organic Creamy Salted Valencia Peanut Butter,An almost empty jar of Organic Creamy Salted Valencia Peanut Butter,0.848785,,,,,,
½ cup TJ’s Gluten Free Rolled Oats,Gluten Free Rolled Oats,0.998572,0.5,1/2 cups,cup,0.999958,,
¼ cup of your favorite TJ’s berry,your favorite berry,0.95412,0.25,1/4 cups,cup,0.99994,,
An almost empty jar of TJ’s Strawberry Preserves (about two tablespoons),An almost empty jar of Strawberry Preserves,0.745166,2.0,2 tablespoons,tablespoon,0.998284,,
4 TJ’s Basil Leaves,Basil Leaves,0.99275,4.0,4,,0.999497,,
1 ½ ounces of your favorite TJ’s Vodka,your favorite Vodka,0.945067,1.5,1 1/2 ounces,ounce,0.999803,,
¼ cup of your favorite TJ’s Sparkling Water,your favorite Sparkling Water,0.978981,0.25,1/4 cups,cup,0.999889,,
An almost empty jar of TJ’s Aioli Garlic Mustard Sauce (about two tablespoons),An almost empty jar of Aioli Garlic Mustard Sauce,0.941875,2.0,2 tablespoons,tablespoon,0.998534,,
1 teaspoon dried TJ’s Organic Oregano,dried Organic Oregano,0.995605,1.0,1 teaspoon,teaspoon,0.999957,,
1 teaspoon of your favorite TJ’s honey,your favorite honey,0.94097,1.0,1 teaspoon,teaspoon,0.999892,,
1 bag TJ’s Truly Tortilla Chips White Corn,Truly Tortilla Chips White Corn,0.998869,1.0,1 bag,bag,0.999758,,
"1 block TJ’s Spicy Buffalo Cheddar, grated",Spicy Buffalo Cheddar,0.995832,1.0,1 block,block,0.999637,grated,0.999746
"½ cup TJ’s Hot & Sweet Jalapeños, drained",Hot & Sweet Jalapeños,0.991495,0.5,1/2 cups,cup,0.999956,drained,0.998684
"A handful of TJ’s Cilantro leaves, to garnish",Cilantro leaves,0.997173,,handful,handful,0.973908,,
"1 package TJ’s BBQ Teriyaki Chicken, sauce reserved for another use",BBQ Teriyaki Chicken,0.997434,1.0,1 package,package,0.999861,,
1 TJ's Corned Beef Brisket (seasonal),Corned Beef Brisket,0.912204,1.0,1,,0.996795,,
1 can Guinness Draught Irish Stout,Guinness Draught Irish Stout,0.999734,1.0,1 can,can,0.999918,,
1 bag (1.5 pounds) Organic Mini Potato Medley OR Red Potatoes,Organic Mini Potato Medley Red Potatoes,0.5808255,1.0,1 bag,bag,0.997686,,
1 bag TJ's Organic Cut & Peeled Carrots,Organic Cut & Peeled Carrots,0.979117,1.0,1 bag,bag,0.998124,,
"1 head TJ's Green Cabbage, trimmed and cut into wedges",Green Cabbage,0.999012,1.0,1 head,head,0.99972,trimmed and cut into wedges,0.999921
"TJ's Whole Grain Mustard Dijon, for serving",Whole Grain Mustard Dijon,0.982134,,,,,,
3 tablespoons TJ's Everything But The Bagel Sesame Seasoning Blend,Everything But The Bagel Sesame Seasoning Blend,0.994948,3.0,3 tablespoons,tablespoon,0.999892,,
"4 slices TJ's Sliced Swiss Cheese, sliced in half",Sliced Swiss Cheese,0.996113,4.0,4 slices,slices,0.999876,sliced in half,0.998059
"4 slices TJ's Organic Uncured Black Forest Ham, sliced in half",Organic Uncured Black Forest Ham,0.999683,4.0,4 slices,slices,0.999749,sliced in half,0.998239
1 tablespoon of your favorite TJ’s olive oil,your favorite olive oil,0.980753,1.0,1 tablespoon,tablespoon,0.999811,,
"10-12 of your favorite small TJ’s tortillas, warmed",tortillas,0.889065,10.0,10-12,,0.991893,warmed,0.998899
1 bag TJ’s Organic Shredded Green and Red Cabbage with Orange Carrots,Organic Shredded Green and Red Cabbage with Orange Carrots,0.97559,1.0,1 bag,bag,0.999623,,
"1 can TJ’s Traditional Style Fat Free Refried Beans, warmed according to package instructions",Traditional Style Fat Free Refried Beans,0.999689,1.0,1 can,can,0.999778,warmed according to package instructions,0.999014
1 jar TJ’s Pineapple Salsa,Pineapple Salsa,0.999001,1.0,1 jar,jar,0.999882,,
"1 package (or 8 ounces) TJ’s Pappardelle Pasta, cooked according to package directions then drained",Pappardelle Pasta,0.626789,1.0,1 package,package,0.998193,cooked according to package directions then drained,0.829935
1 can TJ’s Solid White Albacore Tuna in Olive Oil,Solid White Albacore Tuna in Olive Oil,0.999058,1.0,1 can,can,0.999766,,
2 teaspoons TJ’s Red Chili Flakes,Red Chili Flakes,0.999895,2.0,2 teaspoons,teaspoon,0.999968,,
1 tub TJ’s Unexpected Cheddar Cheese Spread,Unexpected Cheddar Cheese Spread,0.999644,1.0,1 tub,tub,0.999851,,
3 tablespoons TJ’s Organic Thyme leaves,Organic Thyme leaves,0.9985,3.0,3 tablespoons,tablespoon,0.999952,,
"2 TJ’s Sweet Italian Pork Sausages, casings removed",Sweet Italian Pork Sausages,0.997809,2.0,2,,0.998076,casings removed,0.996097
1 fully baked TJ’s Pizza Crust,fully baked Pizza Crust,0.850528,1.0,1,,0.993003,,
½ cup TJ’s Calabrian Chili Spicy Pasta Sauce,Calabrian Chili Spicy Pasta Sauce,0.999291,0.5,1/2 cups,cup,0.999964,,
½ cup TJ’s Whole Milk Ricotta Cheese,Whole Milk Ricotta Cheese,0.997087,0.5,1/2 cups,cup,0.999982,,
"TJ’s Avocado Spray, for greasing tin",Avocado Spray,0.994541,,,,,,
36 (less than one bag) TJ’s Potato Tots,Potato Tots,0.997691,36.0,36,,0.998018,,
6 slices TJ’s Turkey Bacon,Turkey Bacon,0.998644,6.0,6 slices,slices,0.998451,,
"TJ’s Pepper, to taste",Pepper,0.993429,,,,,,
½ log TJ’s Chevre Fine Herbs Goat Cheese,log Chevre Fine Herbs Goat Cheese,0.961773,0.5,1/2,,0.991394,,
1 pound TJ’s All Natural Lean Ground Beef,All Natural Lean Ground Beef,0.999576,1.0,1 pound,pound,0.999978,,
2 cups TJ’s Organic Crushed Fire Roasted Tomatoes,Organic Crushed Fire Roasted Tomatoes,0.998454,2.0,2 cups,cup,0.999964,,
"1 cup TJ’s Fancy Shredded Mexican Style Cheese Blend, plus more for garnish",Fancy Shredded Mexican Style Cheese Blend,0.998832,1.0,1 cup,cup,0.999952,,
"Your favorite TJ’s Guacamole, for dipping,",Your favorite Guacamole,0.971558,,,,,,
"TJ’s Iceberg Lettuce, shredded, to serve",Iceberg Lettuce,0.996121,,,,,shredded,0.998456
"½ jar TJ’s Fire Roasted Red Peppers, chopped",Fire Roasted Red Peppers,0.998671,0.5,1/2 jars,jars,0.999842,chopped,0.999257
"2 sliced of your favorite TJ’s Bread, with 2 ½ inch hole cut in the center (reserve the removed bread)",your favorite Bread,0.899102,2.0,2,,0.556998,"sliced of, with 2 1/2 inch hole cut in the center (reserve the removed bread)",0.942877
½ cup TJ’s Organic Apricot Preserves,Organic Apricot Preserves,0.996619,0.5,1/2 cups,cup,0.999974,,
1 tablespoon TJ’s Aioli Garlic Mustard Sauce,Aioli Garlic Mustard Sauce,0.997586,1.0,1 tablespoon,tablespoon,0.999966,,
1 can (14 oz) TJ's Diced Tomatoes,Diced Tomatoes,0.998498,1.0,1 can,can,0.999474,,
"1 package TJ's Fully Cooked Garlic & Herb Chicken Sausage, sliced into coins",Fully Cooked Garlic & Herb Chicken Sausage,0.993883,1.0,1 package,package,0.99979,sliced into coins,0.99238
"1 cup TJ's Small Whole Green Lentils, rinsed and drained",Small Whole Green Lentils,0.974954,1.0,1 cup,cup,0.99997,rinsed and drained,0.999751
1 package TJ's Organic Free Range Chicken Stock,Organic Free Range Chicken Stock,0.998965,1.0,1 package,package,0.999788,,
"TJ's Grated Parmesan, lemon & chopped fresh herbs for garnish (optional)",Grated Parmesan lemon fresh herbs,0.849564,,,,,chopped,0.996529
4 cups TJ’s Unbleached Enriched All Purpose Flour,Unbleached Enriched All Purpose Flour,0.998999,4.0,4 cups,cup,0.999956,,
1 ½ teaspoon TJ’s Baking Soda,Baking Soda,0.998744,1.5,1 1/2 teaspoons,teaspoon,0.999935,,
1 ½ teaspoon TJ’s Baking Powder,Baking Powder,0.999362,1.5,1 1/2 teaspoons,teaspoon,0.999929,,
1 tablespoon zest from 1 TJ’s Lemon,zest from Lemon,0.643698,1.0,1 tablespoon,tablespoon,0.999443,,
Zest from 3 TJ’s Oranges,Oranges,0.984423,3.0,3,,0.98764,Zest from,0.542841
1 package TJ’s Beefless Beef,Beefless Beef,0.999367,1.0,1 package,package,0.999925,,
1 bag TJ's Mushroom Medley,Mushroom Medley,0.999243,1.0,1 bag,bag,0.999698,,
2 tablespoons TJ’s Tomato Paste,Tomato Paste,0.999364,2.0,2 tablespoons,tablespoon,0.999967,,
1 cup TJ’s Petite Peas,Petite Peas,0.999368,1.0,1 cup,cup,0.999958,,
"1 package TJ’s Mashed Potatoes (frozen), prepared according to package instructions",Mashed Potatoes (frozen),0.922623,1.0,1 package,package,0.999761,prepared according to package instructions,0.989479
"2 TJ's Jumbo White Onions, sliced in 1/4-inch slices",Jumbo White Onions,0.996739,2.0,2,,0.997858,sliced in 1/4 inch slices,0.999826
1 cup TJ's Buttermilk,Buttermilk,0.999052,1.0,1 cup,cup,0.999972,,
"1 teaspoon TJ's Sea Salt Fine Crystals, plus more to taste",Sea Salt Fine Crystals,0.996622,1.0,1 teaspoon,teaspoon,0.999952,,
2 cups TJ's All Purpose Flour,All Purpose Flour,0.999486,2.0,2 cups,cup,0.999983,,
4 tablespoons TJ's Everything but the Bagel Seasoning Blend,Everything but the Bagel Seasoning Blend,0.963586,4.0,4 tablespoons,tablespoon,0.99989,,
TJ's 100% Canola Oil or Organic High-Oleic Sunflower Oil,100% Canola Oil Organic High-Oleic Sunflower Oil,0.7703325000000001,,,,,,
TJ's Everything but the Bagel Greek Style Yogurt Dip (optional),Everything but the Bagel Greek Style Yogurt Dip,0.973198,,,,,,
"1 package TJ’s Pollo Asado, cooked according to the package instructions, then diced (10 minutes)",Pollo Asado,0.998062,1.0,1 package,package,0.999833,"cooked according to the package instructions, then diced",0.996216
12-16 of your favorite small TJ’s Tortillas,your favorite small Tortillas,0.723035,12.0,12-16 of,of,0.672059,,
1 container of your favorite TJ’s Salsa,your favorite Salsa,0.874102,1.0,1 container,container,0.997227,,
"1 package TJ’s Potato Pancakes, cooked according to preferred package heating instructions",Potato Pancakes,0.998531,1.0,1 package,package,0.999838,cooked according to preferred package heating instructions,0.758319
"4 TJ’s Pepper Jack Slices, torn into quarters",Pepper Jack Slices,0.993462,4.0,4,,0.997847,torn into quarters,0.998912
1 part TJ's Bourbon (we used TJ's Kentucky Bourbon),part Bourbon,0.819747,1.0,1,,0.99634,,
2 parts TJ's Winter Wassail Punch,Winter Wassail Punch,0.916524,2.0,2 parts,parts,0.805783,,
"Handful of TJ's Fresh Cranberries or Pomegranate Seeds, plus more for garnish",Fresh Cranberries Seeds Fresh Pomegranate Seeds,0.7645204999999999,,Handful,Handful,0.994056,,
bundt pan (or mini bundt pan),bundt pan,0.973533,,,,,,
1 cup TJ's Dried Cranberries,Dried Cranberries,0.999381,1.0,1 cup,cup,0.999971,,
3 cups TJ's Organic Turkey Bone Broth or Organic Free Range Chicken Broth,Organic Turkey Bone Broth Organic Free Range Chicken Broth,0.741328,3.0,3 cups,cup,0.999847,,
1 box TJ's Cornbread Stuffing Mix,Cornbread Stuffing Mix,0.997755,1.0,1 box,box,0.999851,,
"2 packages TJ's Organic Peeled & Cooked Chestnuts, coarsely chopped",Organic Peeled Chestnuts,0.8813015,2.0,2 packages,packages,0.999141,"Cooked, coarsely chopped",0.868419
1 package TJ's Organic Jumbo Cinnamon Rolls with Vanilla Icing,Organic Jumbo Cinnamon Rolls with Vanilla Icing,0.998616,1.0,1 package,package,0.999627,,
5 tablespoons TJ's Organic Reduced Sugar Strawberry Preserves,Organic Reduced Sugar Strawberry Preserves,0.999152,5.0,5 tablespoons,tablespoon,0.999947,,
"2 TJ’s Shallots, peeled and finely diced",Shallots,0.988645,2.0,2,,0.999199,peeled and finely diced,0.999869
2 tablespoons TJ’s Organic Garlic Flavored Extra Virgin Olive Oil,Organic Garlic Flavored Extra Virgin Olive Oil,0.996291,2.0,2 tablespoons,tablespoon,0.999943,,
3 tablespoons TJ’s Black Garlic,Black Garlic,0.993868,3.0,3 tablespoons,tablespoon,0.999963,,
1 box TJ’s Turkey Flavored Gravy,Turkey Flavored Gravy,0.999021,1.0,1 box,box,0.999108,,
1 tablespoon TJ’s Balsamic Glaze or your favorite TJ’s Balsamic Vinegar,Balsamic Glaze your favorite Balsamic Vinegar,0.8807175,1.0,1 tablespoon,tablespoon,0.999959,,
"TJ’s Sea Salt & Freshly Ground Black Pepper, to taste",Sea Salt Black Pepper,0.867518,,,,,Freshly Ground,0.588007
1 tablespoon TJ’s Butter,Butter,0.999215,1.0,1 tablespoon,tablespoon,0.999932,,
1 ½ tablespoons TJ’s Mushroom & Co. Multipurpose Umami Seasoning,Mushroom & Co. Multipurpose Umami Seasoning,0.971462,1.5,1 1/2 tablespoons,tablespoon,0.999931,,
"1 package (8 oz) TJ’s All Natural Fresh Mozzarella Log, cut into large dice",All Natural Fresh Mozzarella Log,0.999407,1.0,1 package,package,0.999608,cut into large dice,0.99994
"2 tablespoons sliced TJ’s Green onions, for garnish",Green onions,0.960185,2.0,2 tablespoons,tablespoon,0.999011,sliced,0.918521
1/2 cup Villa Borghetti Pinot Grigio (or other dry white wine),Villa Borghetti Pinot Grigio other dry white wine,0.9657855,0.5,1/2 cups,cup,0.999957,,
1/4 cup TJ’s Whole Grain Dijon Mustard,Whole Grain Dijon Mustard,0.997826,0.25,1/4 cups,cup,0.999981,,
"2 tablespoons TJ’s Fresh Chives, sliced",Fresh Chives,0.997569,2.0,2 tablespoons,tablespoon,0.999953,sliced,0.997158
1 tub TJ’s Syrah Soaked Toscano Cheese Spread & Dip,Syrah Soaked Toscano Cheese Spread & Dip,0.996588,1.0,1 tub,tub,0.999737,,
1 tablespoon TJ’s Cranberry Sauce,Cranberry Sauce,0.999308,1.0,1 tablespoon,tablespoon,0.999973,,
2 slices TJ’s Grilled Chicken Strips or leftover Thanksgiving turkey,Grilled Chicken Strips leftover Thanksgiving turkey,0.8673705,2.0,2 slices,slices,0.999668,,
1 sprig of TJ’s Thyme leaves,Thyme leaves,0.994484,1.0,1 sprig,sprig,0.999575,,
"A big handful of TJ’s Thanksgiving Stuffing Seasoned Kettle Chips, gently crushed",Thanksgiving Stuffing Seasoned Kettle Chips,0.988848,,big handful,big handful,0.94204,gently crushed,0.985222
1 ½ cup TJ’s Organic Heavy Cream,Organic Heavy Cream,0.999303,1.5,1 1/2 cups,cup,0.999969,,
1 bar TJ’s Organic Dark Chocolate Bar 73%,Organic Dark Chocolate Bar 73%,0.990934,1.0,1 bar,bar,0.999498,,
"4 egg yolks from TJ’s Eggs, egg whites reserved for another use",egg yolks from Eggs,0.967774,4.0,4,,0.998967,egg whites reserved for another use,0.854316
"TJ’s Portuguese Flor de Sal, for sprinkling",Portuguese Flor de Sal,0.991376,,,,,,
1 package Boursin® Garlic & Fine Herbs Gournay Cheese,Boursin® Garlic & Fine Herbs Gournay Cheese,0.998496,1.0,1 package,package,0.999886,,
"1 TJ’s Honeycrisp Apple, thinly sliced",Honeycrisp Apple,0.995925,1.0,1,,0.999366,thinly sliced,0.997954
"1 box TJ’s All Butter Puff Pastry Sheets, thawed according to package instruction",All Butter Puff Pastry Sheets,0.990054,1.0,1 box,box,0.999731,thawed according to package instruction,0.941437
"1 cup TJ’s Cocoa Almond Spread, divided",Cocoa Almond Spread,0.99948,1.0,1 cup,cup,0.999954,divided,0.999606
"¼ cup TJ’s Vegan Kale, Cashew, & Basil Pesto","Vegan Kale Cashew, & Basil Pesto",0.9269529999999999,0.25,1/4 cups,cup,0.999964,,
"A handful of TJ’s Grape Tomatoes, thinly sliced",Grape Tomatoes,0.994649,,handful,handful,0.974308,thinly sliced,0.998383
½ cup TJ’s Vegan Mayo Spread & Dressing,Vegan Mayo Spread & Dressing,0.994638,0.5,1/2 cups,cup,0.999961,,
TJ’s Gluten Free Breaded Shrimp,Gluten Free Breaded Shrimp,0.997035,,,,,,
"Add Ingredients1 can of your favorite TJ’s Solid White Albacore Tuna, drained",Add Ingredients1 can of your favorite Solid White Albacore Tuna,0.915037,,,,,drained,0.998414
3 tablespoons TJ’s Red Pepper Spread,Red Pepper Spread,0.999724,3.0,3 tablespoons,tablespoon,0.999955,,
"¼ cup Jumbo Pitted Greek Kalamata Olives, chopped",Jumbo Pitted Greek Kalamata Olives,0.983919,0.25,1/4 cups,cup,0.999921,chopped,0.998507
"TJ’s Golden Rounds Crackers, for serving",Golden Rounds Crackers,0.993107,,,,,,
"¼ cup TJ’s Thai Lime & Chile Cashews, chopped",Thai Lime & Chile Cashews,0.953005,0.25,1/4 cups,cup,0.999955,chopped,0.999326
1 package TJ’s Gnocchi,Gnocchi,0.998968,1.0,1 package,package,0.999885,,
½ package TJ’s English Peas,English Peas,0.999396,0.5,1/2 packages,packages,0.999922,,
1/3 cup TJ’s Whole Milk Ricotta,Whole Milk Ricotta,0.994633,0.3333333333333333,1/3 cups,cup,0.999982,,
"13"" x 18"" sheet pan, lined with aluminum foil","x 18"" sheet pan",0.873118,,"13""",,0.574022,lined with aluminum foil,0.988176
1 package TJ’s All Natural Chicken Drumsticks (6 drumsticks),All Natural Chicken Drumsticks drumsticks,0.7675215,1.0,1 package,package,0.999938,,
½ cup TJ’s Organic Breadcrumbs,Organic Breadcrumbs,0.998806,0.5,1/2 cups,cup,0.999967,,
½ bag of TJ’s Carrots of Many Colors (about 6 carrots),Carrots of Many Colors carrots,0.642187,0.5,1/2 bags,bag,0.999042,,
½ bag of TJ’s Brussels Sprouts,Brussels Sprouts,0.998026,0.5,1/2 bags,bag,0.999555,,
TJ’s Fresh herbs (optional),Fresh herbs,0.986771,,,,,,
"1 package TJ’s Organic Firm Tofu, cut into ¼-inch thick strips",Organic Firm Tofu,0.99723,1.0,1 package,package,0.99976,cut into 1/4 inch thick strips,0.999457
"½ a TJ’s Eggplant, cut into ½-inch cubes",a Eggplant,0.678103,0.5,1/2,,0.993777,cut into 1/2 inch cubes,0.999951
"1 TJ’s Onion, cut into wedges",Onion,0.995422,1.0,1,,0.999556,cut into wedges,0.999246
"TJ's Furikake Seasoning, to taste",Furikake Seasoning,0.997915,,,,,,
1 package TJ’s BBQ Cut Fresh Atlantic Salmon (2 fillets),BBQ Cut Fresh Atlantic Salmon,0.999718,1.0,1 package,package,0.99988,,
"10 TJ’s Baby Red Potatoes, sliced into thin rounds",Baby Red Potatoes,0.979783,10.0,10,,0.998072,sliced into thin rounds,0.999905
"½ bag TJ’s Shishito Peppers, stems removed",Shishito Peppers,0.99865,0.5,1/2 bags,bag,0.999788,stems removed,0.999625
¾ cup TJ’s Unsweetened Cocoa Powder,Unsweetened Cocoa Powder,0.997706,0.75,3/4 cups,cup,0.999982,,
½ cup TJ’s Organic Cane Granulated Sugar,Organic Cane Granulated Sugar,0.997427,0.5,1/2 cups,cup,0.999968,,
1 cup TJ’s Semi-Sweet Chocolate Chunks (seasonal),Semi-Sweet Chocolate Chunks,0.999117,1.0,1 cup,cup,0.999894,,
"1 pound (half the bag) TJ’s Organic Carrots of Many Colors, peeled and quartered lengthwise",Organic Carrots of Many Colors,0.9634,1.0,1 pound,pound,0.999582,peeled and quartered lengthwise,0.999703
1 tablespoon TJ’s Soy Sauce,Soy Sauce,0.999791,1.0,1 tablespoon,tablespoon,0.999974,,
"¼ TJ’s Yellow Bell Pepper, sliced into matchsticks",Yellow Bell Pepper,0.993177,0.25,1/4,,0.997921,sliced into matchsticks,0.999158
